Date,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27
10/05/2016,57,34,22,45,90,21,31,56,97,64,38,28,49,27,56,48,40,94,64,59,83,97,90,92,61,75,87
09/05/2016,73,4,32,94,5,40,57,83,23,21,50,46,6,63,67,66,28,81,83,77,61,1,71,92,7,8,77
08/05/2016,22,55,57,72,61,87,5,31,39,35,76,32,66,79,21,54,41,4,12,25,68,42,4,2,24,59,87
07/05/2016,98,7,79,93,36,20,77,16,4,37,61,23,87,92,45,61,79,75,57,80,72,31,72,36,20,86,18
06/05/2016,53,3,72,32,89,47,40,42,14,16,37,41,26,93,52,14,50,63,81,58,52,97,40,91,33,56,77
05/05/2016,20,17,13,40,77,23,94,58,72,79,84,86,65,76,5,94,34,75,59,13,16,67,43,11,71,65,87
04/05/2016,40,18,98,69,29,94,81,37,37,88,41,38,77,45,91,50,14,39,13,15,89,73,41,86,94,95,21
03/05/2016,91,73,69,47,87,33,49,66,23,40,28,66,53,69,50,42,25,27,11,97,49,29,28,46,0,1,40
02/05/2016,96,70,25,49,42,54,59,81,30,37,94,18,37,78,1,55,33,83,4,99,8,39,37,77,45,43,56
01/05/2016,42,62,20,12,68,7,76,72,72,62,70,29,34,73,80,49,78,5,4,13,49,60,10,64,30,41,77
30/04/2016,34,77,76,93,36,35,55,80,49,15,98,33,43,21,71,1,32,42,32,85,34,98,97,85,29,27,93
29/04/2016,31,60,1,9,13,8,17,76,44,88,7,4,94,91,81,39,54,58,66,89,62,71,49,31,39,77,28
28/04/2016,27,51,6,92,31,15,14,31,41,43,29,84,62,52,41,88,71,95,10,28,11,87,14,23,79,14,58
27/04/2016,64,2,18,69,46,30,72,86,2,16,16,83,46,4,8,80,68,54,89,13,19,43,99,81,55,83,34
26/04/2016,25,78,1,54,66,88,75,54,69,11,47,13,45,97,19,48,18,39,96,55,24,12,28,3,50,40,19
25/04/2016,78,98,60,26,90,95,0,17,73,34,84,6,15,60,81,60,13,30,88,34,39,61,1,97,86,54,51
24/04/2016,15,75,77,58,2,69,44,38,92,18,69,31,15,92,10,42,31,9,14,29,43,17,57,30,44,28,92
23/04/2016,66,87,85,89,39,97,47,94,15,51,9,82,52,27,87,59,7,1,23,95,61,78,47,15,18,63,24
22/04/2016,80,18,30,33,16,87,31,65,69,36,98,16,93,19,38,80,48,96,76,93,24,76,14,4,24,64,37
21/04/2016,80,1,80,62,13,85,29,16,28,78,23,80,76,69,17,5,9,47,6,42,55,32,30,73,49,89,14
20/04/2016,75,9,29,62,31,82,75,50,41,10,5,12,23,27,65,68,45,22,90,88,6,55,61,20,3,26,9
19/04/2016,6,40,52,59,54,64,57,41,97,71,47,68,51,18,3,5,17,6,11,66,88,34,30,93,6,75,97
18/04/2016,2,48,56,93,52,28,38,83,36,12,82,23,6,46,56,64,52,21,44,50,52,12,57,85,82,93,72
17/04/2016,88,1,82,45,95,16,21,59,32,71,39,2,26,4,95,58,41,96,78,98,13,69,27,75,7,64,89
16/04/2016,27,23,30,80,24,36,97,88,85,32,79,55,36,9,13,7,6,76,13,11,54,31,40,67,97,21,34
15/04/2016,53,34,47,53,83,84,46,12,73,9,52,64,73,20,58,9,10,50,45,55,60,65,35,37,84,28,56
14/04/2016,66,6,52,42,66,75,83,36,91,86,43,90,52,90,20,44,6,68,28,10,12,79,55,9,28,46,58
13/04/2016,21,64,19,68,70,46,36,53,87,0,85,88,75,39,5,67,71,48,31,6,59,64,80,57,85,41,46
12/04/2016,40,29,24,13,5,33,4,97,18,29,81,47,17,86,93,56,13,63,73,37,91,6,78,70,41,76,34
11/04/2016,35,21,30,44,23,89,6,52,86,86,81,6,14,82,96,13,65,56,49,13,17,9,84,77,43,30,17
10/04/2016,36,46,73,51,79,45,97,17,94,68,75,42,10,14,2,37,68,79,96,44,11,32,11,1,54,56,71
09/04/2016,23,68,87,24,53,37,32,9,23,34,43,3,76,91,26,72,23,67,7,75,2,17,80,63,93,11,49
08/04/2016,93,86,60,93,11,29,4,18,62,99,61,57,23,24,25,83,78,58,31,81,33,8,87,69,42,61,79
07/04/2016,88,2,92,16,14,26,83,48,12,25,72,17,42,86,40,92,85,94,31,99,5,64,87,47,44,86,98
06/04/2016,2,4,41,80,24,21,23,75,8,71,17,6,47,32,92,80,18,24,69,6,63,98,41,25,2,83,90
05/04/2016,41,54,18,70,57,72,95,76,86,75,26,3,5,56,73,6,35,15,94,86,77,99,13,63,3,26,53
04/04/2016,47,16,12,71,75,35,37,55,0,87,20,43,32,58,11,99,65,74,37,50,51,64,15,83,40,73,27
03/04/2016,95,90,56,71,58,41,37,42,86,68,96,16,14,95,80,95,12,14,13,72,4,17,53,16,82,89,73
02/04/2016,73,91,44,1,19,94,54,19,95,19,21,78,58,24,24,69,96,67,20,40,0,71,22,28,90,52,92
01/04/2016,32,26,3,72,28,47,30,88,31,56,60,6,46,90,47,21,82,19,34,11,44,9,59,40,90,27,28
30/03/2016,92,37,63,51,46,38,1,62,96,18,98,68,17,49,24,9,49,43,0,97,26,20,44,32,48,21,6
29/03/2016,84,79,45,55,37,16,57,20,39,26,22,79,65,19,24,9,20,60,20,27,79,97,1,1,21,27,79
28/03/2016,51,88,40,67,15,78,93,82,98,45,18,92,64,8,46,48,13,40,32,69,41,38,23,7,97,6,69
27/03/2016,6,39,56,93,62,38,13,71,18,80,17,84,17,32,68,6,85,88,96,62,47,27,8,81,83,21,45
26/03/2016,82,26,82,43,33,48,45,47,13,44,14,58,86,44,80,8,25,26,58,13,26,89,63,64,84,24,92
25/03/2016,52,67,72,60,73,73,57,47,85,16,5,95,89,27,44,65,1,53,92,34,2,56,64,62,68,71,32
24/03/2016,96,40,7,6,97,87,24,8,77,48,49,91,86,47,69,30,7,25,26,63,91,43,41,52,54,93,45
23/03/2016,52,67,64,88,82,45,29,36,60,44,36,97,94,89,96,19,83,78,72,45,40,23,28,71,72,2,79
22/03/2016,50,45,38,40,98,5,59,11,81,80,74,8,27,52,62,44,76,86,37,94,97,32,31,10,81,35,82
21/03/2016,30,49,65,71,45,25,51,60,82,30,49,54,19,24,9,29,69,32,4,35,94,45,3,70,33,16,1
20/03/2016,44,66,75,65,62,10,75,51,73,33,37,81,11,27,0,70,3,21,24,16,3,94,65,16,4,61,9
19/03/2016,10,64,36,64,20,39,34,82,57,25,35,44,87,2,82,23,57,96,78,60,4,12,16,39,36,83,99
18/03/2016,25,38,0,93,68,91,15,95,23,29,76,92,77,81,4,6,91,18,37,54,23,35,82,5,31,77,91
17/03/2016,18,12,64,63,93,89,38,85,87,32,61,75,68,69,78,84,75,5,73,98,69,57,7,5,88,24,71
16/03/2016,93,21,24,19,44,27,78,39,43,84,95,10,45,6,5,62,98,21,34,18,6,3,39,79,39,51,15
15/03/2016,16,28,45,91,97,53,95,94,11,0,20,86,60,35,21,35,56,22,22,36,95,84,60,89,21,54,41
14/03/2016,42,63,43,0,17,81,68,13,60,92,3,65,84,51,35,81,61,74,79,96,43,38,31,99,2,33,5
13/03/2016,0,69,85,6,55,87,74,66,71,74,93,46,37,19,49,36,98,79,95,19,66,85,59,16,6,76,84
12/03/2016,90,47,25,36,72,78,43,3,8,11,49,95,98,31,37,79,11,28,12,7,52,65,54,15,5,8,98
11/03/2016,10,20,95,15,68,50,57,13,91,94,73,11,55,91,7,26,28,58,98,77,13,6,33,57,90,20,35
10/03/2016,91,37,88,56,81,11,93,72,0,70,33,58,51,42,46,94,17,37,81,11,24,81,35,38,12,4,93
09/03/2016,18,92,30,78,18,26,39,83,51,90,47,70,79,32,53,87,15,61,78,21,70,7,43,94,26,83,48
08/03/2016,66,0,74,2,65,22,66,42,0,14,4,78,57,34,44,85,20,30,26,71,8,50,86,8,11,33,88
07/03/2016,85,83,45,81,14,22,35,20,13,73,43,91,32,67,94,43,45,19,55,86,51,48,99,15,24,6,71
06/03/2016,96,6,50,56,50,93,99,62,53,60,0,52,74,80,10,27,40,76,74,92,99,73,7,70,58,17,22
05/03/2016,11,51,60,13,17,55,74,5,22,65,49,17,29,64,77,60,30,47,25,37,19,58,47,26,93,43,86
04/03/2016,4,92,60,33,18,61,48,20,5,34,57,15,67,51,27,48,13,62,1,29,73,56,43,57,63,81,28
03/03/2016,94,88,50,86,84,1,35,17,42,48,24,62,71,59,14,86,66,51,45,60,23,38,26,86,8,58,57
02/03/2016,67,75,66,98,27,69,76,39,63,97,37,75,65,40,51,26,13,7,1,76,19,73,39,7,10,64,74
01/03/2016,39,93,11,80,11,1,8,32,76,80,4,26,16,95,76,38,91,77,4,70,38,38,27,83,91,1,5
30-2-2016,39,93,11,80,11,1,8,32,76,80,4,26,16,95,76,38,91,77,4,70,38,38,27,83,91,1,5
29/02/2016,33,40,23,97,15,48,54,92,82,65,71,24,49,51,77,4,69,27,63,24,35,95,14,95,45,16,6
28/02/2016,48,53,27,96,45,78,84,8,42,64,44,96,57,26,70,11,11,86,17,8,99,64,97,44,74,33,36
27/02/2016,9,65,87,95,19,18,77,50,11,29,82,10,8,6,75,95,39,15,4,46,21,20,44,85,95,52,41
26/02/2016,52,26,82,13,66,69,36,85,23,89,95,55,26,3,55,60,30,65,50,37,20,79,75,31,81,55,63
25/02/2016,52,26,82,13,66,69,36,85,23,89,95,55,26,3,55,60,30,65,50,37,20,79,75,31,81,55,63
24/02/2016,76,32,79,70,0,77,44,54,37,5,99,33,71,14,1,23,65,40,42,3,8,44,92,3,84,91,25
23/02/2016,65,60,19,27,3,58,35,66,44,52,41,70,4,53,1,26,57,8,89,99,13,98,64,38,79,44,76
22/02/2016,58,22,78,13,52,28,74,57,32,6,12,0,62,91,76,34,59,84,74,65,90,42,1,8,15,37,93
21/02/2016,89,22,71,20,20,56,24,48,5,85,7,68,15,27,19,10,22,39,40,40,68,23,15,5,23,44,42
20/02/2016,5,26,7,51,45,24,12,69,57,29,3,42,47,11,95,51,62,45,36,70,8,57,29,22,55,9,43
19/02/2016,43,80,48,84,69,81,64,75,38,81,43,53,88,65,0,76,70,64,23,11,36,27,95,62,98,39,56
18/02/2016,35,21,67,74,45,49,69,19,29,65,59,75,31,14,5,29,41,44,2,94,62,97,64,77,95,72,8
17/02/2016,88,72,68,4,50,2,2,36,21,30,77,47,56,90,94,99,67,32,91,71,77,38,66,46,50,49,69
16/02/2016,85,91,65,94,84,88,27,70,30,86,23,34,39,9,5,80,68,80,88,77,9,52,12,38,49,73,82
15/02/2016,32,35,45,64,5,77,81,98,39,43,17,88,31,65,73,39,78,44,25,20,93,44,73,28,97,96,79
14/02/2016,62,78,30,5,57,69,95,39,99,68,59,80,57,31,66,78,13,2,61,29,12,89,42,29,61,5,23
13/02/2016,5,28,55,85,89,93,10,16,40,1,12,30,19,8,62,9,48,1,52,23,28,88,31,74,39,21,66
12/02/2016,86,87,35,4,27,35,26,95,23,26,92,42,64,35,57,5,27,54,15,70,98,9,67,72,33,14,87
11/02/2016,81,78,31,93,45,64,61,5,44,47,28,60,19,73,92,50,37,23,7,96,85,0,49,17,54,25,91
10/02/2016,33,25,56,60,50,64,29,9,84,59,94,65,38,38,46,27,32,29,38,49,4,74,64,56,92,97,50
09/02/2016,33,25,56,60,50,64,29,9,84,59,94,65,38,38,46,27,32,29,38,49,4,74,64,56,92,97,50
08/02/2016,33,25,56,60,50,64,29,9,84,59,94,65,38,38,46,27,32,29,38,49,4,74,64,56,92,97,50
07/02/2016,33,25,56,60,50,64,29,9,84,59,94,65,38,38,46,27,32,29,38,49,4,74,64,56,92,97,50
06/02/2016,33,25,56,60,50,64,29,9,84,59,94,65,38,38,46,27,32,29,38,49,4,74,64,56,92,97,50
05/02/2016,83,24,80,45,86,88,4,78,13,74,77,77,61,22,66,37,47,52,38,75,5,73,93,31,40,81,13
04/02/2016,58,44,36,25,39,73,84,69,6,8,59,92,55,79,19,67,28,76,73,80,72,64,23,15,52,50,88
03/02/2016,75,36,44,56,94,68,89,70,32,95,93,33,55,68,62,39,67,93,98,34,34,74,18,1,7,60,34
02/02/2016,37,14,14,13,0,28,7,13,57,4,33,88,83,20,39,42,18,55,71,59,31,77,36,72,50,13,43
01/02/2016,19,87,92,99,62,77,71,80,23,38,20,52,17,41,54,52,36,3,63,39,44,9,53,90,96,28,89
30/01/2016,58,28,56,57,59,52,23,73,64,68,2,39,55,59,7,31,85,8,7,5,16,77,52,47,66,7,20
29/01/2016,11,2,31,48,66,24,86,19,92,38,62,24,61,81,92,79,24,65,90,54,29,88,72,21,54,90,80
28/01/2016,92,51,3,78,99,29,21,71,58,82,86,6,29,63,28,26,45,62,56,25,8,51,52,33,24,63,9
27/01/2016,1,3,7,6,50,27,28,33,3,10,19,12,78,66,12,92,64,22,39,83,47,52,33,60,92,31,48
26/01/2016,5,3,75,99,95,66,49,7,16,88,4,29,97,38,79,35,35,32,32,84,52,85,93,81,98,67,24
25/01/2016,4,69,30,49,68,71,38,33,97,53,94,69,40,53,76,26,1,85,20,11,65,20,36,9,54,68,98
24/01/2016,50,19,33,83,2,89,29,31,48,87,51,12,35,4,34,97,50,81,28,23,82,10,53,49,52,84,94
23/01/2016,82,1,5,92,90,80,88,77,81,92,3,67,83,21,31,89,67,83,46,9,74,17,64,99,94,93,50
22/01/2016,57,30,41,61,87,63,51,73,2,6,2,61,45,8,71,45,94,94,70,25,79,24,15,14,3,41,36
21/01/2016,1,54,28,55,82,31,52,78,86,70,62,34,52,14,59,31,10,27,51,11,20,85,34,94,86,29,62
20/01/2016,41,19,54,80,89,60,37,80,86,40,70,40,50,43,29,80,72,0,88,55,32,44,95,53,25,33,26
19/01/2016,6,49,81,8,85,77,16,34,22,3,17,9,0,47,8,56,24,84,18,87,23,98,21,3,61,39,93
18/01/2016,6,49,81,8,85,77,16,34,22,3,17,9,0,47,8,56,24,84,18,87,23,98,21,3,61,39,93
17/01/2016,81,70,59,34,39,25,63,53,64,90,52,53,42,81,14,42,4,29,32,10,41,17,84,80,29,32,19
16/01/2016,87,36,75,23,78,8,6,79,72,78,64,28,47,35,36,35,40,57,3,80,10,79,46,15,74,89,96
15/01/2016,77,73,0,64,32,99,49,12,76,14,17,68,94,56,49,84,89,26,19,14,18,79,56,21,91,34,95
14/01/2016,52,53,60,44,46,13,84,34,11,86,82,93,61,1,41,22,40,52,31,97,52,21,77,93,6,53,66
13/01/2016,2,77,40,52,37,41,56,81,23,59,13,73,83,66,58,89,9,58,88,89,35,10,18,98,48,31,90
12/01/2016,14,73,86,75,51,32,59,54,76,79,64,89,19,6,22,50,37,12,5,28,2,99,6,45,71,94,43
11/01/2016,17,47,39,44,46,32,76,33,36,84,98,33,87,20,90,69,26,14,68,24,91,18,4,72,77,24,14
10/01/2016,72,29,66,93,84,81,77,94,66,84,95,15,80,62,66,17,0,22,44,36,91,35,62,54,56,7,77
09/01/2016,84,4,94,36,90,89,47,67,50,18,88,62,56,38,24,83,95,16,64,42,71,22,74,78,52,61,37
08/01/2016,18,5,32,76,96,37,19,48,43,10,1,53,96,80,54,81,30,23,85,45,22,30,39,77,16,93,36
07/01/2016,34,71,3,61,68,66,0,27,15,28,12,79,88,26,59,44,3,3,41,8,7,3,64,60,65,88,10
06/01/2016,27,48,18,40,63,61,20,88,65,98,63,50,9,86,68,74,35,95,1,70,9,47,30,79,89,93,72
05/01/2016,51,33,92,1,6,98,91,39,1,36,72,37,25,96,86,71,55,82,60,82,85,81,51,15,28,49,26
04/01/2016,61,76,8,85,12,44,10,51,95,65,23,36,0,61,66,90,32,41,3,21,36,51,84,82,67,11,31
03/01/2016,11,61,37,0,77,20,62,0,96,11,63,63,69,72,32,94,75,76,19,75,54,51,87,48,46,8,24
02/01/2016,42,32,35,66,16,49,2,18,43,22,84,47,51,23,62,99,32,20,75,53,19,75,11,34,51,89,98
01/01/2016,52,47,2,88,60,20,16,35,68,34,32,87,37,35,4,18,78,9,96,97,88,76,68,78,72,17,16
30/12/2017,73,30,58,31,58,60,29,71,24,12,33,68,0,39,46,43,81,95,89,11,21,20,33,31,56,51,96
29/12/2017,73,56,89,3,47,5,78,41,24,37,73,27,11,81,68,52,23,48,15,77,48,65,24,23,28,32,7
28/12/2017,5,27,47,78,67,52,3,47,6,35,72,81,93,59,80,74,58,97,46,29,80,18,78,47,3,80,78
27/12/2017,16,74,81,1,80,98,2,1,20,65,11,97,28,36,30,8,49,14,80,7,52,32,14,8,52,25,98
26/12/2017,4,63,47,66,18,13,6,12,9,81,62,58,10,16,52,62,89,91,58,28,37,9,41,15,63,23,89
25/12/2017,63,56,40,3,75,81,73,33,5,13,62,14,22,92,27,75,75,44,63,88,58,77,49,76,19,14,17
24/12/2017,86,87,70,14,52,1,48,90,84,44,31,99,90,76,57,90,52,55,11,40,92,39,12,45,80,70,86
23/12/2017,69,67,18,23,28,33,14,12,14,23,84,41,57,22,35,87,26,59,36,61,11,96,15,72,43,59,91
22/12/2017,21,27,66,90,45,36,26,98,72,1,32,49,57,74,82,28,36,15,42,67,24,5,16,45,41,93,2
21/12/2017,58,55,58,70,51,32,95,49,9,5,32,98,52,93,72,87,55,24,46,59,83,16,56,80,45,96,87
20/12/2017,68,85,5,71,2,41,82,62,80,67,47,97,34,42,60,53,76,79,31,88,42,47,67,22,29,21,44
19/12/2017,18,4,46,71,92,12,25,65,59,11,14,48,49,1,32,60,46,89,60,85,23,75,20,87,53,12,15
18/12/2017,75,63,17,6,30,83,87,62,55,44,51,33,51,93,89,29,54,18,91,41,71,1,68,97,51,36,87
17/12/2017,48,96,94,50,48,45,37,34,62,15,1,48,54,76,69,95,80,42,90,7,62,40,97,94,36,31,11
16/12/2017,31,67,67,49,53,28,49,82,53,10,64,1,51,53,15,77,29,18,22,17,67,71,38,32,30,45,21
15/12/2017,68,64,58,1,53,26,3,26,45,84,36,32,97,94,14,35,69,26,66,12,89,47,64,94,23,2,68
14/12/2017,87,78,96,54,82,96,95,63,35,13,62,96,58,41,88,49,4,76,54,56,7,24,1,93,68,56,80
13/12/2017,72,74,25,9,3,26,55,88,7,56,26,50,86,13,63,60,97,54,57,18,76,19,51,27,86,14,66
12/12/2017,49,99,42,68,89,81,67,76,5,24,10,2,69,55,43,15,95,79,48,63,45,24,73,68,69,21,8
11/12/2017,60,21,11,1,35,51,88,55,80,93,46,62,75,19,3,52,74,88,1,9,71,38,66,19,87,42,16
10/12/2017,78,6,81,71,13,25,99,32,4,90,23,9,19,23,99,44,2,20,53,94,45,97,13,80,59,21,26
09/12/2017,92,54,41,76,21,16,52,37,0,11,22,51,68,67,54,77,95,72,26,39,48,86,24,19,21,28,85
08/12/2017,81,57,4,53,15,9,71,37,55,37,33,4,83,16,83,1,20,26,12,31,6,23,12,98,83,35,84
07/12/2017,53,9,79,99,35,67,15,40,84,31,27,74,89,27,61,57,35,33,24,73,92,42,13,65,98,1,66
06/12/2017,64,48,30,25,13,75,36,57,35,51,75,53,41,80,17,25,84,21,99,36,9,80,69,8,85,87,92
05/12/2017,77,96,27,33,21,4,17,83,87,68,98,63,77,26,56,13,2,49,21,85,71,61,65,94,10,91,55
04/12/2017,33,19,36,90,8,22,70,14,87,15,69,30,36,67,50,19,60,18,59,63,6,13,55,49,48,97,88
03/12/2017,9,65,70,64,84,28,92,70,23,9,61,97,34,19,20,40,56,46,91,97,90,11,70,48,91,36,89
02/12/2017,70,64,87,75,77,73,61,64,97,68,25,72,35,92,24,91,3,59,50,81,9,39,3,66,76,29,85
01/12/2017,16,14,2,73,39,86,98,79,48,6,5,1,51,64,12,97,60,73,18,77,53,79,68,83,43,86,29
30/11/2017,50,82,81,87,5,5,45,28,80,0,81,1,44,19,83,51,14,0,18,68,41,59,15,31,45,97,51
29/11/2017,75,47,39,77,30,85,11,58,56,38,93,30,22,37,3,33,70,71,33,34,61,17,7,45,34,81,40
28/11/2017,5,82,59,40,86,35,9,12,68,76,46,4,91,74,99,97,75,27,84,83,80,7,52,40,74,94,99
27/11/2017,11,82,91,73,13,43,78,56,52,56,20,55,56,19,17,56,57,59,63,95,22,95,1,80,28,17,30
26/11/2017,9,79,75,43,40,28,20,51,19,80,95,41,20,64,29,54,52,86,25,57,55,93,27,70,44,8,42
25/11/2017,80,14,96,48,98,89,25,26,9,35,76,81,86,56,5,52,18,47,62,40,73,89,59,46,88,1,25
24/11/2017,68,19,31,91,75,35,40,84,36,61,3,90,46,91,50,23,61,76,86,84,59,96,34,54,41,78,43
23/11/2017,62,43,48,95,57,93,87,28,90,33,67,51,52,62,71,30,94,72,42,19,4,89,37,87,55,26,16
22/11/2017,24,77,33,30,28,61,63,19,88,38,64,22,90,19,82,19,3,54,7,33,74,27,37,2,55,84,67
21/11/2017,53,82,78,82,13,51,70,28,66,48,8,62,98,42,70,69,13,62,97,70,45,32,56,91,68,98,55
20/11/2017,37,79,63,21,86,38,30,85,52,60,21,47,42,13,57,67,30,53,10,49,0,52,97,2,72,12,19
19/11/2017,61,95,97,89,67,41,9,23,21,14,26,13,32,27,2,15,39,5,37,69,0,91,3,20,57,43,8
18/11/2017,22,20,0,56,28,25,46,72,30,6,33,44,55,22,38,67,94,61,12,24,55,55,88,42,62,39,41
17/11/2017,8,68,86,5,78,53,47,50,64,26,6,20,16,49,14,37,29,30,23,23,9,89,23,92,58,3,2
16/11/2017,50,51,86,81,46,97,57,26,17,99,49,43,12,68,73,87,59,71,45,16,58,80,16,50,31,59,95
15/11/2017,98,24,49,47,93,90,76,77,46,76,1,79,79,62,16,59,70,15,56,75,92,54,36,10,7,21,15
14/11/2017,97,25,37,48,4,55,84,32,53,69,10,22,5,5,76,73,61,46,29,41,26,61,57,94,15,13,78
13/11/2017,41,87,86,34,13,61,11,36,72,33,24,78,72,87,6,66,35,1,80,54,73,75,0,22,25,47,19
12/11/2017,65,2,97,86,86,30,40,20,27,33,23,84,65,66,85,66,4,99,75,65,50,56,57,38,46,36,14
11/11/2017,93,93,15,20,98,66,87,80,71,80,77,72,59,10,55,74,72,30,74,84,94,31,39,66,8,18,78
10/11/2017,23,65,11,60,79,28,10,93,90,63,16,60,69,47,60,80,29,11,15,51,14,63,30,85,74,82,0
09/11/2017,27,47,62,98,32,63,65,98,57,94,54,52,4,14,64,52,54,42,25,75,5,64,0,21,69,79,77
08/11/2017,83,9,41,92,75,88,73,86,82,21,80,24,98,44,20,20,63,75,58,71,47,98,29,26,37,32,48
07/11/2017,38,22,25,35,60,58,80,1,91,55,46,92,64,66,4,95,27,38,47,62,98,16,33,18,13,51,38
06/11/2017,55,98,65,91,27,72,65,81,9,11,47,30,69,75,47,68,35,22,9,20,64,17,47,7,85,3,41
05/11/2017,60,10,40,2,59,44,64,94,85,53,43,25,55,45,19,25,32,62,66,23,28,16,1,88,79,52,7
04/11/2017,27,16,28,95,95,43,2,98,71,84,11,62,81,58,94,81,13,13,21,36,45,74,97,49,84,89,50
03/11/2017,34,98,69,49,23,42,84,10,78,11,8,68,50,33,89,6,95,3,47,45,8,78,52,31,95,55,63
02/11/2017,61,73,82,42,59,44,67,27,97,98,97,93,0,41,58,27,12,87,28,49,88,68,58,50,53,17,5
01/11/2017,92,55,5,60,94,9,70,9,82,51,73,41,54,26,84,33,24,76,77,72,86,23,68,30,70,25,79
30/10/2017,87,3,46,34,18,91,57,80,83,63,6,2,36,64,19,74,28,24,17,20,16,8,56,70,11,12,30
29/10/2017,70,14,30,47,71,69,7,59,24,39,22,59,91,19,10,95,27,96,80,98,49,66,87,43,85,29,27
28/10/2017,24,73,63,17,53,72,91,88,0,0,74,55,71,2,91,24,80,28,54,23,52,57,20,43,62,53,40
27/10/2017,27,94,6,25,93,0,43,89,97,36,89,88,41,43,17,41,4,25,53,79,64,43,7,90,92,38,1
26/10/2017,82,77,97,62,9,85,81,44,99,70,77,85,55,20,96,51,67,62,79,38,53,0,85,34,51,92,58
25/10/2017,22,5,62,91,25,85,84,93,36,13,89,71,23,80,52,72,16,37,3,14,68,85,39,53,63,0,14
24/10/2017,34,89,90,13,2,72,64,70,25,70,97,41,64,75,95,28,62,4,33,6,90,45,50,12,44,18,24
23/10/2017,91,69,73,56,77,39,27,55,10,62,25,84,60,92,59,62,64,73,27,10,32,88,35,69,65,66,88
22/10/2017,53,74,55,25,3,23,34,97,90,28,7,87,5,28,15,76,9,45,78,17,55,84,55,79,44,59,37
21/10/2017,95,47,75,45,39,57,75,87,38,17,2,18,27,80,49,63,63,82,88,28,24,43,60,27,76,18,77
20/10/2017,32,89,38,15,67,18,67,13,69,65,59,59,51,19,37,71,25,49,58,12,31,66,27,74,91,10,64
19/10/2017,31,38,32,25,82,74,30,43,83,99,74,71,83,77,52,26,64,63,34,97,31,50,81,70,53,66,72
18/10/2017,70,9,73,94,3,53,63,35,9,66,60,43,9,38,14,70,63,65,68,77,26,2,52,32,59,35,96
17/10/2017,24,55,51,33,64,72,12,84,23,55,78,24,15,6,89,71,57,32,49,11,73,65,52,61,85,76,6
16/10/2017,49,12,55,2,76,91,95,23,34,77,85,47,54,20,33,7,76,64,35,39,52,66,54,94,8,1,12
15/10/2017,85,16,84,51,31,40,67,30,82,61,16,29,10,68,50,74,67,0,34,0,51,68,73,3,55,49,60
14/10/2017,72,19,9,51,77,64,97,73,67,90,41,72,35,22,84,79,36,54,56,48,2,71,93,16,35,77,8
13/10/2017,28,13,82,99,28,33,26,94,70,54,57,35,15,95,52,24,70,3,11,85,83,17,4,11,67,23,76
12/10/2017,4,83,9,36,83,10,36,95,94,45,71,18,92,76,59,66,81,77,30,72,72,62,80,30,71,51,23
11/10/2017,90,78,11,75,28,59,2,31,30,68,93,24,12,9,34,57,26,65,18,6,65,48,56,1,7,43,95
10/10/2017,71,11,40,77,24,55,66,58,16,56,57,77,23,71,71,86,87,42,82,30,84,9,59,54,69,47,68
09/10/2017,37,37,22,40,25,64,52,74,22,49,24,69,78,21,42,93,97,83,98,15,74,41,25,64,94,47,92
08/10/2017,1,18,8,29,1,61,8,60,0,54,2,24,82,96,66,87,3,92,29,31,75,9,41,75,83,4,33
07/10/2017,24,72,54,90,52,51,94,4,65,55,58,13,84,88,75,97,66,16,73,67,70,33,91,64,4,56,2
06/10/2017,9,79,28,72,49,0,98,83,38,20,0,15,46,20,97,50,22,91,93,78,73,82,26,31,13,70,66
05/10/2017,96,67,27,26,76,92,98,1,63,29,62,33,46,77,96,86,93,1,45,20,15,84,94,95,7,91,21
04/10/2017,79,95,81,77,19,66,95,71,95,46,71,35,72,31,4,20,46,42,90,5,84,50,93,23,60,73,18
03/10/2017,48,4,50,26,43,24,13,72,2,30,37,2,25,46,67,61,31,19,16,70,93,53,54,61,55,52,34
02/10/2017,7,28,98,6,42,33,40,52,90,11,37,29,12,28,51,40,13,9,85,57,52,82,90,82,5,13,61
01/10/2017,63,94,26,36,38,43,22,90,19,19,0,16,47,36,18,90,31,1,68,20,25,94,74,43,83,44,48
30/09/2017,34,19,91,83,65,19,39,17,38,28,74,62,17,89,26,86,65,48,55,92,28,40,17,7,1,66,32
29/09/2017,66,57,68,35,7,16,62,25,12,99,29,70,7,1,18,22,38,77,5,52,72,68,90,3,31,17,76
28/09/2017,96,77,86,35,28,90,31,2,11,86,22,74,21,87,17,84,24,93,48,71,66,82,19,10,77,59,46
27/09/2017,77,41,50,1,33,31,64,16,80,97,34,85,56,72,52,74,98,39,45,9,31,29,21,51,99,98,62
26/09/2017,43,89,58,30,29,40,99,88,75,30,14,65,85,57,74,12,14,79,34,27,5,7,16,13,96,95,94
25/09/2017,39,54,36,27,68,10,64,11,35,9,9,4,42,93,67,93,92,96,30,71,97,74,85,67,46,6,99
24/09/2017,52,95,34,31,64,96,99,58,17,97,87,35,23,58,55,13,14,57,3,95,72,14,77,12,41,55,29
23/09/2017,70,67,54,72,94,23,21,97,52,73,30,44,85,73,87,56,50,93,20,60,23,80,13,62,46,75,99
